,worldbank_stats_by_country_2015-2019.csv column names
8652,"School enrollment, tertiary, female (% gross) 2017"
8653,"School enrollment, tertiary, female (% gross) 2018"
8654,"School enrollment, tertiary, female (% gross) 2019"
8655,"School enrollment, tertiary, male (% gross) 2015"
8656,"School enrollment, tertiary, male (% gross) 2016"
8657,"School enrollment, tertiary, male (% gross) 2017"
8658,"School enrollment, tertiary, male (% gross) 2018"
8659,"School enrollment, tertiary, male (% gross) 2019"
8660,"Tertiary education, academic staff (% female) 2015"
8661,"Tertiary education, academic staff (% female) 2016"
8662,"Tertiary education, academic staff (% female) 2017"
8663,"Tertiary education, academic staff (% female) 2018"
8664,"Tertiary education, academic staff (% female) 2019"
8665,"Current education expenditure, primary (% of total expenditure in primary public institutions) 2015"
8666,"Current education expenditure, primary (% of total expenditure in primary public institutions) 2016"
8667,"Current education expenditure, primary (% of total expenditure in primary public institutions) 2017"
8668,"Current education expenditure, primary (% of total expenditure in primary public institutions) 2018"
8669,"Current education expenditure, primary (% of total expenditure in primary public institutions) 2019"
8670,"Current education expenditure, secondary (% of total expenditure in secondary public institutions) 2015"
8671,"Current education expenditure, secondary (% of total expenditure in secondary public institutions) 2016"
8672,"Current education expenditure, secondary (% of total expenditure in secondary public institutions) 2017"
8673,"Current education expenditure, secondary (% of total expenditure in secondary public institutions) 2018"
8674,"Current education expenditure, secondary (% of total expenditure in secondary public institutions) 2019"
8675,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) 2015"
8676,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) 2016"
8677,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) 2017"
8678,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) 2018"
8679,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions) 2019"
8680,"Current education expenditure, total (% of total expenditure in public institutions) 2015"
8681,"Current education expenditure, total (% of total expenditure in public institutions) 2016"
8682,"Current education expenditure, total (% of total expenditure in public institutions) 2017"
8683,"Current education expenditure, total (% of total expenditure in public institutions) 2018"
8684,"Current education expenditure, total (% of total expenditure in public institutions) 2019"
8685,"Government expenditure per student, primary (% of GDP per capita) 2015"
8686,"Government expenditure per student, primary (% of GDP per capita) 2016"
8687,"Government expenditure per student, primary (% of GDP per capita) 2017"
8688,"Government expenditure per student, primary (% of GDP per capita) 2018"
8689,"Government expenditure per student, primary (% of GDP per capita) 2019"
8690,Expenditure on primary education (% of government expenditure on education) 2015
8691,Expenditure on primary education (% of government expenditure on education) 2016
8692,Expenditure on primary education (% of government expenditure on education) 2017
8693,Expenditure on primary education (% of government expenditure on education) 2018
8694,Expenditure on primary education (% of government expenditure on education) 2019
8695,"Government expenditure per student, secondary (% of GDP per capita) 2015"
8696,"Government expenditure per student, secondary (% of GDP per capita) 2016"
8697,"Government expenditure per student, secondary (% of GDP per capita) 2017"
8698,"Government expenditure per student, secondary (% of GDP per capita) 2018"
8699,"Government expenditure per student, secondary (% of GDP per capita) 2019"
8700,Expenditure on secondary education (% of government expenditure on education) 2015
8701,Expenditure on secondary education (% of government expenditure on education) 2016
8702,Expenditure on secondary education (% of government expenditure on education) 2017
8703,Expenditure on secondary education (% of government expenditure on education) 2018
8704,Expenditure on secondary education (% of government expenditure on education) 2019
8705,"Government expenditure per student, tertiary (% of GDP per capita) 2015"
8706,"Government expenditure per student, tertiary (% of GDP per capita) 2016"
8707,"Government expenditure per student, tertiary (% of GDP per capita) 2017"
8708,"Government expenditure per student, tertiary (% of GDP per capita) 2018"
8709,"Government expenditure per student, tertiary (% of GDP per capita) 2019"
8710,Expenditure on tertiary education (% of government expenditure on education) 2015
8711,Expenditure on tertiary education (% of government expenditure on education) 2016
8712,Expenditure on tertiary education (% of government expenditure on education) 2017
8713,Expenditure on tertiary education (% of government expenditure on education) 2018
8714,Expenditure on tertiary education (% of government expenditure on education) 2019
8715,"Government expenditure on education, total (% of government expenditure) 2015"
8716,"Government expenditure on education, total (% of government expenditure) 2016"
8717,"Government expenditure on education, total (% of government expenditure) 2017"
8718,"Government expenditure on education, total (% of government expenditure) 2018"
8719,"Government expenditure on education, total (% of government expenditure) 2019"
8720,"Government expenditure on education, total (% of GDP) 2015"
8721,"Government expenditure on education, total (% of GDP) 2016"
8722,"Government expenditure on education, total (% of GDP) 2017"
8723,"Government expenditure on education, total (% of GDP) 2018"
8724,"Government expenditure on education, total (% of GDP) 2019"
8725,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49) 2015"
8726,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49) 2016"
8727,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49) 2017"
8728,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49) 2018"
8729,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49) 2019"
8730,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) 2015"
8731,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) 2016"
8732,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) 2017"
8733,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) 2018"
8734,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) 2019"
8735,Proportion of seats held by women in national parliaments (%) 2015
8736,Proportion of seats held by women in national parliaments (%) 2016
8737,Proportion of seats held by women in national parliaments (%) 2017
8738,Proportion of seats held by women in national parliaments (%) 2018
8739,Proportion of seats held by women in national parliaments (%) 2019
8740,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no) 2015
8741,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no) 2016
8742,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no) 2017
8743,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no) 2018
8744,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no) 2019
8745,Law prohibits or invalidates child or early marriage (1=yes; 0=no) 2015
8746,Law prohibits or invalidates child or early marriage (1=yes; 0=no) 2016
8747,Law prohibits or invalidates child or early marriage (1=yes; 0=no) 2017
8748,Law prohibits or invalidates child or early marriage (1=yes; 0=no) 2018
8749,Law prohibits or invalidates child or early marriage (1=yes; 0=no) 2019
8750,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no) 2015
8751,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no) 2016
8752,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no) 2017
8753,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no) 2018
8754,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no) 2019
8755,Law mandates paid or unpaid maternity leave (1=yes; 0=no) 2015
8756,Law mandates paid or unpaid maternity leave (1=yes; 0=no) 2016
8757,Law mandates paid or unpaid maternity leave (1=yes; 0=no) 2017
8758,Law mandates paid or unpaid maternity leave (1=yes; 0=no) 2018
8759,Law mandates paid or unpaid maternity leave (1=yes; 0=no) 2019
8760,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no) 2015
8761,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no) 2016
8762,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no) 2017
8763,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no) 2018
8764,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no) 2019
8765,Legislation exists on domestic violence (1=yes; 0=no) 2015
8766,Legislation exists on domestic violence (1=yes; 0=no) 2016
8767,Legislation exists on domestic violence (1=yes; 0=no) 2017
8768,Legislation exists on domestic violence (1=yes; 0=no) 2018
8769,Legislation exists on domestic violence (1=yes; 0=no) 2019
8770,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no) 2015
8771,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no) 2016
8772,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no) 2017
8773,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no) 2018
8774,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no) 2019
8775,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no) 2015
8776,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no) 2016
8777,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no) 2017
8778,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no) 2018
8779,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no) 2019
8780,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day) 2015"
8781,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day) 2016"
8782,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day) 2017"
8783,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day) 2018"
8784,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day) 2019"
8785,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day) 2015"
8786,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day) 2016"
8787,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day) 2017"
8788,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day) 2018"
8789,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day) 2019"
8790,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49) 2015
8791,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49) 2016
8792,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49) 2017
8793,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49) 2018
8794,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49) 2019
8795,Women who believe a husband is justified in beating his wife when she argues with him (%) 2015
8796,Women who believe a husband is justified in beating his wife when she argues with him (%) 2016
8797,Women who believe a husband is justified in beating his wife when she argues with him (%) 2017
8798,Women who believe a husband is justified in beating his wife when she argues with him (%) 2018
8799,Women who believe a husband is justified in beating his wife when she argues with him (%) 2019
8800,Women who believe a husband is justified in beating his wife when she burns the food (%) 2015
8801,Women who believe a husband is justified in beating his wife when she burns the food (%) 2016
8802,Women who believe a husband is justified in beating his wife when she burns the food (%) 2017
8803,Women who believe a husband is justified in beating his wife when she burns the food (%) 2018
8804,Women who believe a husband is justified in beating his wife when she burns the food (%) 2019
8805,Women who believe a husband is justified in beating his wife when she goes out without telling him (%) 2015
8806,Women who believe a husband is justified in beating his wife when she goes out without telling him (%) 2016
8807,Women who believe a husband is justified in beating his wife when she goes out without telling him (%) 2017
8808,Women who believe a husband is justified in beating his wife when she goes out without telling him (%) 2018
8809,Women who believe a husband is justified in beating his wife when she goes out without telling him (%) 2019
8810,Women who believe a husband is justified in beating his wife when she neglects the children (%) 2015
8811,Women who believe a husband is justified in beating his wife when she neglects the children (%) 2016
8812,Women who believe a husband is justified in beating his wife when she neglects the children (%) 2017
8813,Women who believe a husband is justified in beating his wife when she neglects the children (%) 2018
8814,Women who believe a husband is justified in beating his wife when she neglects the children (%) 2019
8815,Women who believe a husband is justified in beating his wife (any of five reasons) (%) 2015
8816,Women who believe a husband is justified in beating his wife (any of five reasons) (%) 2016
8817,Women who believe a husband is justified in beating his wife (any of five reasons) (%) 2017
8818,Women who believe a husband is justified in beating his wife (any of five reasons) (%) 2018
8819,Women who believe a husband is justified in beating his wife (any of five reasons) (%) 2019
8820,Women who believe a husband is justified in beating his wife when she refuses sex with him (%) 2015
8821,Women who believe a husband is justified in beating his wife when she refuses sex with him (%) 2016
8822,Women who believe a husband is justified in beating his wife when she refuses sex with him (%) 2017
8823,Women who believe a husband is justified in beating his wife when she refuses sex with him (%) 2018
8824,Women who believe a husband is justified in beating his wife when she refuses sex with him (%) 2019
8825,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2015"
8826,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2016"
8827,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2017"
8828,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2018"
8829,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2019"
8830,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2015"
8831,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2016"
8832,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2017"
8833,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2018"
8834,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2019"
8835,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2015"
8836,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2016"
8837,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2017"
8838,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2018"
8839,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2019"
8840,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2015
8841,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2016
8842,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2017
8843,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2018
8844,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2019
8845,Prevalence of anemia among children (% of children under 5) 2015
8846,Prevalence of anemia among children (% of children under 5) 2016
8847,Prevalence of anemia among children (% of children under 5) 2017
8848,Prevalence of anemia among children (% of children under 5) 2018
8849,Prevalence of anemia among children (% of children under 5) 2019
8850,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2015
8851,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2016
8852,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2017
8853,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2018
8854,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2019
8855,"Condom use, population ages 15-24, female (% of females ages 15-24) 2015"
8856,"Condom use, population ages 15-24, female (% of females ages 15-24) 2016"
8857,"Condom use, population ages 15-24, female (% of females ages 15-24) 2017"
8858,"Condom use, population ages 15-24, female (% of females ages 15-24) 2018"
8859,"Condom use, population ages 15-24, female (% of females ages 15-24) 2019"
8860,"Condom use, population ages 15-24, male (% of males ages 15-24) 2015"
8861,"Condom use, population ages 15-24, male (% of males ages 15-24) 2016"
8862,"Condom use, population ages 15-24, male (% of males ages 15-24) 2017"
8863,"Condom use, population ages 15-24, male (% of males ages 15-24) 2018"
8864,"Condom use, population ages 15-24, male (% of males ages 15-24) 2019"
8865,Number of deaths ages 5-14 years 2015
8866,Number of deaths ages 5-14 years 2016
8867,Number of deaths ages 5-14 years 2017
8868,Number of deaths ages 5-14 years 2018
8869,Number of deaths ages 5-14 years 2019
8870,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2015"
8871,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2016"
8872,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2017"
8873,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2018"
8874,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2019"
8875,Number of infant deaths 2015
8876,Number of infant deaths 2016
8877,Number of infant deaths 2017
8878,Number of infant deaths 2018
8879,Number of infant deaths 2019
8880,"Cause of death, by injury (% of total) 2015"
8881,"Cause of death, by injury (% of total) 2016"
8882,"Cause of death, by injury (% of total) 2017"
8883,"Cause of death, by injury (% of total) 2018"
8884,"Cause of death, by injury (% of total) 2019"
8885,Number of under-five deaths 2015
8886,Number of under-five deaths 2016
8887,Number of under-five deaths 2017
8888,Number of under-five deaths 2018
8889,Number of under-five deaths 2019
8890,"Cause of death, by non-communicable diseases (% of total) 2015"
8891,"Cause of death, by non-communicable diseases (% of total) 2016"
8892,"Cause of death, by non-communicable diseases (% of total) 2017"
8893,"Cause of death, by non-communicable diseases (% of total) 2018"
8894,"Cause of death, by non-communicable diseases (% of total) 2019"
8895,Number of neonatal deaths 2015
8896,Number of neonatal deaths 2016
8897,Number of neonatal deaths 2017
8898,Number of neonatal deaths 2018
8899,Number of neonatal deaths 2019
8900,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2015"
8901,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2016"
8902,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2017"
8903,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2018"
8904,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2019"
8905,Women's share of population ages 15+ living with HIV (%) 2015
8906,Women's share of population ages 15+ living with HIV (%) 2016
8907,Women's share of population ages 15+ living with HIV (%) 2017
8908,Women's share of population ages 15+ living with HIV (%) 2018
8909,Women's share of population ages 15+ living with HIV (%) 2019
8910,"Prevalence of HIV, total (% of population ages 15-49) 2015"
8911,"Prevalence of HIV, total (% of population ages 15-49) 2016"
8912,"Prevalence of HIV, total (% of population ages 15-49) 2017"
8913,"Prevalence of HIV, total (% of population ages 15-49) 2018"
8914,"Prevalence of HIV, total (% of population ages 15-49) 2019"
8915,"Mortality rate, under-5 (per 1,000 live births) 2015"
8916,"Mortality rate, under-5 (per 1,000 live births) 2016"
8917,"Mortality rate, under-5 (per 1,000 live births) 2017"
8918,"Mortality rate, under-5 (per 1,000 live births) 2018"
8919,"Mortality rate, under-5 (per 1,000 live births) 2019"
8920,"Mortality rate, under-5, female (per 1,000 live births) 2015"
8921,"Mortality rate, under-5, female (per 1,000 live births) 2016"
8922,"Mortality rate, under-5, female (per 1,000 live births) 2017"
8923,"Mortality rate, under-5, female (per 1,000 live births) 2018"
8924,"Mortality rate, under-5, female (per 1,000 live births) 2019"
8925,"Mortality rate, under-5, male (per 1,000 live births) 2015"
8926,"Mortality rate, under-5, male (per 1,000 live births) 2016"
8927,"Mortality rate, under-5, male (per 1,000 live births) 2017"
8928,"Mortality rate, under-5, male (per 1,000 live births) 2018"
8929,"Mortality rate, under-5, male (per 1,000 live births) 2019"
8930,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%) 2015"
8931,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%) 2016"
8932,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%) 2017"
8933,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%) 2018"
8934,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%) 2019"
8935,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) 2015"
8936,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) 2016"
8937,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) 2017"
8938,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) 2018"
8939,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%) 2019"
8940,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) 2015"
8941,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) 2016"
8942,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) 2017"
8943,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) 2018"
8944,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) 2019"
8945,"Mortality rate, neonatal (per 1,000 live births) 2015"
8946,"Mortality rate, neonatal (per 1,000 live births) 2016"
8947,"Mortality rate, neonatal (per 1,000 live births) 2017"
8948,"Mortality rate, neonatal (per 1,000 live births) 2018"
8949,"Mortality rate, neonatal (per 1,000 live births) 2019"
8950,Demand for family planning satisfied by modern methods (% of married women with demand for family planning) 2015
8951,Demand for family planning satisfied by modern methods (% of married women with demand for family planning) 2016
8952,Demand for family planning satisfied by modern methods (% of married women with demand for family planning) 2017
8953,Demand for family planning satisfied by modern methods (% of married women with demand for family planning) 2018
8954,Demand for family planning satisfied by modern methods (% of married women with demand for family planning) 2019
8955,"People using at least basic drinking water services, rural (% of rural population) 2015"
8956,"People using at least basic drinking water services, rural (% of rural population) 2016"
8957,"People using at least basic drinking water services, rural (% of rural population) 2017"
8958,"People using at least basic drinking water services, rural (% of rural population) 2018"
8959,"People using at least basic drinking water services, rural (% of rural population) 2019"
8960,"People using at least basic drinking water services, urban (% of urban population) 2015"
8961,"People using at least basic drinking water services, urban (% of urban population) 2016"
8962,"People using at least basic drinking water services, urban (% of urban population) 2017"
8963,"People using at least basic drinking water services, urban (% of urban population) 2018"
8964,"People using at least basic drinking water services, urban (% of urban population) 2019"
8965,People using at least basic drinking water services (% of population) 2015
8966,People using at least basic drinking water services (% of population) 2016
8967,People using at least basic drinking water services (% of population) 2017
8968,People using at least basic drinking water services (% of population) 2018
8969,People using at least basic drinking water services (% of population) 2019
8970,"People using safely managed drinking water services, rural (% of rural population) 2015"
8971,"People using safely managed drinking water services, rural (% of rural population) 2016"
8972,"People using safely managed drinking water services, rural (% of rural population) 2017"
8973,"People using safely managed drinking water services, rural (% of rural population) 2018"
8974,"People using safely managed drinking water services, rural (% of rural population) 2019"
8975,"People using safely managed drinking water services, urban (% of urban population) 2015"
8976,"People using safely managed drinking water services, urban (% of urban population) 2016"
8977,"People using safely managed drinking water services, urban (% of urban population) 2017"
8978,"People using safely managed drinking water services, urban (% of urban population) 2018"
8979,"People using safely managed drinking water services, urban (% of urban population) 2019"
8980,People using safely managed drinking water services (% of population) 2015
8981,People using safely managed drinking water services (% of population) 2016
8982,People using safely managed drinking water services (% of population) 2017
8983,People using safely managed drinking water services (% of population) 2018
8984,People using safely managed drinking water services (% of population) 2019
8985,Children (0-14) living with HIV 2015
8986,Children (0-14) living with HIV 2016
8987,Children (0-14) living with HIV 2017
8988,Children (0-14) living with HIV 2018
8989,Children (0-14) living with HIV 2019
8990,"Prevalence of HIV, female (% ages 15-24) 2015"
8991,"Prevalence of HIV, female (% ages 15-24) 2016"
8992,"Prevalence of HIV, female (% ages 15-24) 2017"
8993,"Prevalence of HIV, female (% ages 15-24) 2018"
8994,"Prevalence of HIV, female (% ages 15-24) 2019"
8995,"Prevalence of HIV, male (% ages 15-24) 2015"
8996,"Prevalence of HIV, male (% ages 15-24) 2016"
8997,"Prevalence of HIV, male (% ages 15-24) 2017"
8998,"Prevalence of HIV, male (% ages 15-24) 2018"
8999,"Prevalence of HIV, male (% ages 15-24) 2019"
9000,Antiretroviral therapy coverage (% of people living with HIV) 2015
9001,Antiretroviral therapy coverage (% of people living with HIV) 2016
9002,Antiretroviral therapy coverage (% of people living with HIV) 2017
9003,Antiretroviral therapy coverage (% of people living with HIV) 2018
9004,Antiretroviral therapy coverage (% of people living with HIV) 2019
9005,Adults (ages 15+) newly infected with HIV 2015
9006,Adults (ages 15+) newly infected with HIV 2016
9007,Adults (ages 15+) newly infected with HIV 2017
9008,Adults (ages 15+) newly infected with HIV 2018
9009,Adults (ages 15+) newly infected with HIV 2019
9010,Children (ages 0-14) newly infected with HIV 2015
9011,Children (ages 0-14) newly infected with HIV 2016
9012,Children (ages 0-14) newly infected with HIV 2017
9013,Children (ages 0-14) newly infected with HIV 2018
9014,Children (ages 0-14) newly infected with HIV 2019
9015,Adults (ages 15+) and children (ages 0-14) newly infected with HIV 2015
9016,Adults (ages 15+) and children (ages 0-14) newly infected with HIV 2016
9017,Adults (ages 15+) and children (ages 0-14) newly infected with HIV 2017
9018,Adults (ages 15+) and children (ages 0-14) newly infected with HIV 2018
9019,Adults (ages 15+) and children (ages 0-14) newly infected with HIV 2019
9020,"Incidence of HIV (per 1,000 uninfected population ages 15-49) 2015"
9021,"Incidence of HIV (per 1,000 uninfected population ages 15-49) 2016"
9022,"Incidence of HIV (per 1,000 uninfected population ages 15-49) 2017"
9023,"Incidence of HIV (per 1,000 uninfected population ages 15-49) 2018"
9024,"Incidence of HIV (per 1,000 uninfected population ages 15-49) 2019"
9025,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV) 2015
9026,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV) 2016
9027,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV) 2017
9028,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV) 2018
9029,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV) 2019
9030,"Immunization, HepB3 (% of one-year-old children) 2015"
9031,"Immunization, HepB3 (% of one-year-old children) 2016"
9032,"Immunization, HepB3 (% of one-year-old children) 2017"
9033,"Immunization, HepB3 (% of one-year-old children) 2018"
9034,"Immunization, HepB3 (% of one-year-old children) 2019"
9035,"Immunization, DPT (% of children ages 12-23 months) 2015"
9036,"Immunization, DPT (% of children ages 12-23 months) 2016"
9037,"Immunization, DPT (% of children ages 12-23 months) 2017"
9038,"Immunization, DPT (% of children ages 12-23 months) 2018"
9039,"Immunization, DPT (% of children ages 12-23 months) 2019"
9040,"Immunization, measles (% of children ages 12-23 months) 2015"
9041,"Immunization, measles (% of children ages 12-23 months) 2016"
9042,"Immunization, measles (% of children ages 12-23 months) 2017"
9043,"Immunization, measles (% of children ages 12-23 months) 2018"
9044,"Immunization, measles (% of children ages 12-23 months) 2019"
9045,"Hospital beds (per 1,000 people) 2015"
9046,"Hospital beds (per 1,000 people) 2016"
9047,"Hospital beds (per 1,000 people) 2017"
9048,"Hospital beds (per 1,000 people) 2018"
9049,"Hospital beds (per 1,000 people) 2019"
9050,"Community health workers (per 1,000 people) 2015"
9051,"Community health workers (per 1,000 people) 2016"
9052,"Community health workers (per 1,000 people) 2017"
9053,"Community health workers (per 1,000 people) 2018"
9054,"Community health workers (per 1,000 people) 2019"
9055,"Nurses and midwives (per 1,000 people) 2015"
9056,"Nurses and midwives (per 1,000 people) 2016"
9057,"Nurses and midwives (per 1,000 people) 2017"
9058,"Nurses and midwives (per 1,000 people) 2018"
9059,"Nurses and midwives (per 1,000 people) 2019"
9060,"Physicians (per 1,000 people) 2015"
9061,"Physicians (per 1,000 people) 2016"
9062,"Physicians (per 1,000 people) 2017"
9063,"Physicians (per 1,000 people) 2018"
9064,"Physicians (per 1,000 people) 2019"
9065,"Specialist surgical workforce (per 100,000 population) 2015"
9066,"Specialist surgical workforce (per 100,000 population) 2016"
9067,"Specialist surgical workforce (per 100,000 population) 2017"
9068,"Specialist surgical workforce (per 100,000 population) 2018"
9069,"Specialist surgical workforce (per 100,000 population) 2019"
9070,"Incidence of malaria (per 1,000 population at risk) 2015"
9071,"Incidence of malaria (per 1,000 population at risk) 2016"
9072,"Incidence of malaria (per 1,000 population at risk) 2017"
9073,"Incidence of malaria (per 1,000 population at risk) 2018"
9074,"Incidence of malaria (per 1,000 population at risk) 2019"
9075,Use of insecticide-treated bed nets (% of under-5 population) 2015
9076,Use of insecticide-treated bed nets (% of under-5 population) 2016
9077,Use of insecticide-treated bed nets (% of under-5 population) 2017
9078,Use of insecticide-treated bed nets (% of under-5 population) 2018
9079,Use of insecticide-treated bed nets (% of under-5 population) 2019
9080,Children with fever receiving antimalarial drugs (% of children under age 5 with fever) 2015
9081,Children with fever receiving antimalarial drugs (% of children under age 5 with fever) 2016
9082,Children with fever receiving antimalarial drugs (% of children under age 5 with fever) 2017
9083,Children with fever receiving antimalarial drugs (% of children under age 5 with fever) 2018
9084,Children with fever receiving antimalarial drugs (% of children under age 5 with fever) 2019
9085,Number of maternal deaths 2015
